F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-InvocationHandler,F16-List<String>,F16-StringBuffer,F16-Boolean,F16-Object,F16-NA,F16-void,F16-int,F16-Character,F16-Double,F16-String,F16-Double[],F16-Integer,F16-StrBuilder,F16-Boolean[],F16-Short[],F16-Short,F16-Integer[],F16-Float[],F16-Character[],F3-NA,F3-ArrayUtils.isSameLength(nullArray nullArray),F3-new ToStringBuilder(base).append(array).toString(),F3-Integer,F3-ArrayUtils.toObject(b),F3-Throwable,F3-ArrayUtils.toPrimitive(b),F3-!new EqualsBuilder().append(obj1 obj2).isEquals(),F3-double[],F3-null,F3-byte[],F3-boolean,F3-new EqualsBuilder().append(obj1 obj2).isEquals(),F3-char,F3-String,F3-boolean[],F3-int,F3-char[],F3-ArrayUtils.nullToEmpty(original),F3-long[],F7--,F7--=,F7-+=,F7-&,F7-NA,F7-*,F7-+,F12-long,F12-Integer,F12-Random,F12-int,F12-Object,F12-NA,F12-String,F17-final,F17-static-final,F17-NA,F2-Class,F2-StringBuilder,F2-List<Integer>,F2-TimeUnit,F2-NA,F2-Integer,F2-ByteArrayOutputStream,F2-Executors,F2-String,F2-DurationFormatUtils,F2-ExceptionUtilsTest,F2-List<VetoableChangeListener>,F2-AccessibleObject,F2-Reader,F2-Class<>,F2-ToStringBuilderTest,F2-BooleanUtils,F2-Calendar,F2-TestSubObject,F2-Token,F6-java.io.ByteArrayOutputStream,F6-org.apache.commons.lang3.text.translate.NumericEntityUnescaper,F6-java.util.Random,F6-NA,F6-java.io.PrintStream,F6-java.lang.Character,F6-java.lang.Integer,F6-org.apache.commons.lang3.builder.HashCodeBuilder,F6-java.lang.Object,F6-org.apache.commons.lang3.builder.EqualsBuilder,F6-org.apache.commons.lang3.builder.ToStringBuilderTest.SelfInstanceTwoVarsReflectionTestFixture,F6-java.lang.String,F6-org.apache.commons.lang3.mutable.MutableLong,F6-org.apache.commons.lang3.builder.ToStringBuilder,F6-java.lang.Thread,F6-java.util.Date,F6-org.apache.commons.lang3.tuple.ImmutableTriple,F6-org.apache.commons.lang3.text.StrBuilder,F6-java.lang.CloneNotSupportedException,F6-java.io.IOException,F13-private,F13-NA,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-NA,F1-assertSame,F1-getDeclaredField,F1-assertEquals,F1-getFraction,F1-assertReflectionArray,F1-setAccessible,F1-substring,F1-assertArrayEquals,F1-asReader,F1-constantFuture,F1-reverse,F1-compareTo,F1-charAt,F1-assertFalse,F1-valueOf,F1-read,F1-toString,F1-toCharacterObject,F1-assertTrue,F5-java.lang.Object,F5-NA,F5-java.lang.Number,F5-java.io.OutputStream,F5-java.io.FilterOutputStream,F5-java.lang.Exception,F9-testFixture,F9-NA,F9-length,F10-NA,F19-NA,F15-NA,F15-protected,F15-public,F0-NA,F4-NA,F4-ExecutorService,F4-Integer,F4-boolean,F4-Token[],F4-long,F4-Date,F4-Throwable,F4-char,F4-Boolean,F4-byte[],F4-void,F4-StringBuilder,F4-char[],F4-String,F4-int,F4-Field,F8-MutatingClient,F8-NA,F8-InspectingClient,F11-i,F11-secretField,F11-NA,F11-N,F11-object,F11-serialVersionUID,F11-random,F11-showField,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-jcarman@apache.org,F71-pbenedict@apache.org,F71-britter@apache.org,F71-niallp@apache.org,F71-chas@apache.org,F71-oheger@apache.org,F71-julius@apache.org,F71-brentworden@apache.org,F71-kinow@apache.org,F71-mcucchiara@apache.org,F71-ggregory@apache.org,F71-bayard@apache.org,F71-djones@apache.org,F71-joehni@apache.org,F71-psteitz@apache.org,F71-scolebourne@apache.org,F71-mbenson@apache.org,F71-tn@apache.org,F71-sebb@apache.org,F74,F73,F84,F146,label
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1663,TRUE,46,50,5774,12,12,758,5,114,0.240901213,946,72,0.076109937,0.239130435,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,162,31,STYLE,0.001375516,BC_UNCONFIRMED_CAST,20,3,1,0.218918919,0.041891892,0.001351351,-1,0,0,0.063492063,0.26581435,-1,0.002751032,0.03301238,0.26581435,-0.925925926,-1,21,1786,1663,2562,131,0.006185567,0,131,0,262,0.019568169,1064,139,0,1203,6,925,6,0.065943615,12,8896,0,8108,135,0,17139,788,0.087248407,26,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,801,4805,26,801,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1663,TRUE,16,50,5774,12,8,758,1,114,0.52339688,946,72,0.076109937,0.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,162,31,STYLE,0.262723521,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.218918919,0.041891892,0.002702703,-1,0.015706806,6.72E-04,0.063492063,0.26581435,-0.968586387,0.002751032,0.03301238,0.26581435,-0.925925926,-1,21,1786,1663,2562,131,0.006185567,0,131,0,262,0.019568169,1064,139,0,1203,6,925,6,0.065943615,12,8896,0,8108,135,0,17139,788,0.087248407,26,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,801,4805,26,801,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1663,TRUE,16,50,5774,12,8,758,1,114,0.521663778,946,72,0.076109937,0.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,162,31,STYLE,0.262723521,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.218918919,0.041891892,0.002702703,-1,0.015706806,6.72E-04,0.063492063,0.26581435,-0.968586387,0.002751032,0.03301238,0.26581435,-0.925925926,-1,21,1786,1663,2562,131,0.006185567,0,131,0,262,0.019568169,1064,139,0,1203,6,925,6,0.065943615,12,8896,0,8108,135,0,17139,788,0.087248407,26,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,801,4805,26,801,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1663,TRUE,16,50,5774,12,8,758,1,114,0.474003466,946,72,0.076109937,0.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,162,31,STYLE,0.262723521,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.218918919,0.041891892,0.002702703,-1,0.015706806,6.72E-04,0.063492063,0.26581435,-0.968586387,0.002751032,0.03301238,0.26581435,-0.925925926,-1,21,1786,1663,2562,131,0.006185567,0,131,0,262,0.019568169,1064,139,0,1203,6,925,6,0.065943615,12,8896,0,8108,135,0,17139,788,0.087248407,26,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,801,4805,26,801,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1663,TRUE,16,50,5774,12,8,758,1,114,0.472270364,946,72,0.076109937,0.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,162,31,STYLE,0.262723521,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.218918919,0.041891892,0.002702703,-1,0.015706806,6.72E-04,0.063492063,0.26581435,-0.968586387,0.002751032,0.03301238,0.26581435,-0.925925926,-1,21,1786,1663,2562,131,0.006185567,0,131,0,262,0.019568169,1064,139,0,1203,6,925,6,0.065943615,12,8896,0,8108,135,0,17139,788,0.087248407,26,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,801,4805,26,801,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1663,TRUE,16,50,5774,12,8,758,1,114,0.457538995,946,72,0.076109937,0.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,162,31,STYLE,0.262723521,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.218918919,0.041891892,0.002702703,-1,0.015706806,6.72E-04,0.063492063,0.26581435,-0.968586387,0.002751032,0.03301238,0.26581435,-0.925925926,-1,21,1786,1663,2562,131,0.006185567,0,131,0,262,0.019568169,1064,139,0,1203,6,925,6,0.065943615,12,8896,0,8108,135,0,17139,788,0.087248407,26,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,801,4805,26,801,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1663,TRUE,16,50,5774,12,8,758,1,114,0.455805893,946,72,0.076109937,0.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,162,31,STYLE,0.262723521,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.218918919,0.041891892,0.002702703,-1,0.015706806,6.72E-04,0.063492063,0.26581435,-0.968586387,0.002751032,0.03301238,0.26581435,-0.925925926,-1,21,1786,1663,2562,131,0.006185567,0,131,0,262,0.019568169,1064,139,0,1203,6,925,6,0.065943615,12,8896,0,8108,135,0,17139,788,0.087248407,26,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,801,4805,26,801,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1663,TRUE,16,50,5774,12,8,758,1,114,0.490467938,946,72,0.076109937,0.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,162,31,STYLE,0.262723521,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.218918919,0.041891892,0.002702703,-1,0.015706806,6.72E-04,0.063492063,0.26581435,-0.968586387,0.002751032,0.03301238,0.26581435,-0.925925926,-1,21,1786,1663,2562,131,0.006185567,0,131,0,262,0.019568169,1064,139,0,1203,6,925,6,0.065943615,12,8896,0,8108,135,0,17139,788,0.087248407,26,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,801,4805,26,801,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1663,TRUE,16,50,5774,12,8,758,1,114,0.488734835,946,72,0.076109937,0.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,162,31,STYLE,0.262723521,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.218918919,0.041891892,0.002702703,-1,0.015706806,6.72E-04,0.063492063,0.26581435,-0.968586387,0.002751032,0.03301238,0.26581435,-0.925925926,-1,21,1786,1663,2562,131,0.006185567,0,131,0,262,0.019568169,1064,139,0,1203,6,925,6,0.065943615,12,8896,0,8108,135,0,17139,788,0.087248407,26,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,801,4805,26,801,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1663,TRUE,16,50,5774,12,8,758,1,114,0.506932409,946,72,0.076109937,0.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,162,31,STYLE,0.262723521,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.218918919,0.041891892,0.002702703,-1,0.015706806,6.72E-04,0.063492063,0.26581435,-0.968586387,0.002751032,0.03301238,0.26581435,-0.925925926,-1,21,1786,1663,2562,131,0.006185567,0,131,0,262,0.019568169,1064,139,0,1203,6,925,6,0.065943615,12,8896,0,8108,135,0,17139,788,0.087248407,26,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,801,4805,26,801,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1663,TRUE,16,50,5774,12,8,758,1,114,0.505199307,946,72,0.076109937,0.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,162,31,STYLE,0.262723521,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.218918919,0.041891892,0.002702703,-1,0.015706806,6.72E-04,0.063492063,0.26581435,-0.968586387,0.002751032,0.03301238,0.26581435,-0.925925926,-1,21,1786,1663,2562,131,0.006185567,0,131,0,262,0.019568169,1064,139,0,1203,6,925,6,0.065943615,12,8896,0,8108,135,0,17139,788,0.087248407,26,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,801,4805,26,801,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1663,TRUE,16,50,5774,12,8,758,1,114,0.424610052,946,72,0.076109937,0.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,162,31,STYLE,0.262723521,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.218918919,0.041891892,0.002702703,-1,0.015706806,6.72E-04,0.063492063,0.26581435,-0.968586387,0.002751032,0.03301238,0.26581435,-0.925925926,-1,21,1786,1663,2562,131,0.006185567,0,131,0,262,0.019568169,1064,139,0,1203,6,925,6,0.065943615,12,8896,0,8108,135,0,17139,788,0.087248407,26,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,801,4805,26,801,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1663,TRUE,16,50,5774,12,8,758,1,114,0.42287695,946,72,0.076109937,0.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,162,31,STYLE,0.262723521,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.218918919,0.041891892,0.002702703,-1,0.015706806,6.72E-04,0.063492063,0.26581435,-0.968586387,0.002751032,0.03301238,0.26581435,-0.925925926,-1,21,1786,1663,2562,131,0.006185567,0,131,0,262,0.019568169,1064,139,0,1203,6,925,6,0.065943615,12,8896,0,8108,135,0,17139,788,0.087248407,26,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,801,4805,26,801,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1663,TRUE,16,50,5774,12,8,758,1,114,0.408145581,946,72,0.076109937,0.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,162,31,STYLE,0.262723521,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.218918919,0.041891892,0.002702703,-1,0.015706806,6.72E-04,0.063492063,0.26581435,-0.968586387,0.002751032,0.03301238,0.26581435,-0.925925926,-1,21,1786,1663,2562,131,0.006185567,0,131,0,262,0.019568169,1064,139,0,1203,6,925,6,0.065943615,12,8896,0,8108,135,0,17139,788,0.087248407,26,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,801,4805,26,801,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1663,TRUE,16,50,5774,12,8,758,1,114,0.406412478,946,72,0.076109937,0.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,162,31,STYLE,0.262723521,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.218918919,0.041891892,0.002702703,-1,0.015706806,6.72E-04,0.063492063,0.26581435,-0.968586387,0.002751032,0.03301238,0.26581435,-0.925925926,-1,21,1786,1663,2562,131,0.006185567,0,131,0,262,0.019568169,1064,139,0,1203,6,925,6,0.065943615,12,8896,0,8108,135,0,17139,788,0.087248407,26,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,801,4805,26,801,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1663,TRUE,25,50,5774,12,8,758,1,114,0.391681109,946,72,0.076109937,0.72,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,162,31,STYLE,0.262723521,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.218918919,0.041891892,0.002702703,-1,0.015706806,6.72E-04,0.063492063,0.26581435,-0.968586387,0.002751032,0.03301238,0.26581435,-0.925925926,-1,21,1786,1663,2562,131,0.006185567,0,131,0,262,0.019568169,1064,139,0,1203,6,925,6,0.065943615,12,8896,0,8108,135,0,17139,788,0.087248407,26,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,801,4805,26,801,open
2562,org/apache/commons/lang3/builder,org/apache/commons/lang3/builder/EqualsBuilderTest.java,1663,TRUE,25,50,5774,12,8,758,1,114,0.389948007,946,72,0.076109937,0.72,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,162,31,STYLE,0.262723521,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.218918919,0.041891892,0.002702703,-1,0.015706806,6.72E-04,0.063492063,0.26581435,-0.968586387,0.002751032,0.03301238,0.26581435,-0.925925926,-1,21,1786,1663,2562,131,0.006185567,0,131,0,262,0.019568169,1064,139,0,1203,6,925,6,0.065943615,12,8896,0,8108,135,0,17139,788,0.087248407,26,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,801,4805,26,801,open
