F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-DocData,F16-char[],F16-long,F16-Iterator<Number>,F16-Object,F16-NA,F16-void,F16-int,F16-double,F16-Query,F16-Iterator<BytesRef>,F16-boolean,F16-Collection<ContentStream>,F16-String,F16-Iterator<String>,F16-NamedList,F16-Void,F16-byte,F16-BytesRef,F3-NA,F3-CharSequence,F3-int[],F3-Class,F3-StringBuilder,F3-Among[],F3-null,F3-boolean,F3-FileInputStream,F3-char,F3-String,F3-long,F3-CharStream,F3-int,F3-ValueSource,F3-char[],F3-getBoost(),F3-long[],F3-Path,F3-Comparable,F7-^,F7-++,F7-%,F7-&,F7-*,F7-+,F7-^=,F7--,F7-/,F7--=,F7-+=,F7-NA,F7-*=,F12-long,F12-int,F12-BytesRef,F12-NA,F12-FST,F12-boolean,F12-Logger,F12-NamedList,F12-String,F12-Scorer,F12-TermsEnum,F12-List<String>,F12-double,F12-Token,F12-Charset,F12-QParser,F12-Boolean,F12-IndexInput,F12-SolrParams,F12-List<AnalysisPhase>,F17-abstract,F17-static,F17-final,F17-static-final,F17-NA,F2-Path,F2-StringBuilder,F2-Class,F2-HungarianStemmer,F2-StandardSyntaxParser,F2-NA,F2-QueryParserTokenManager,F2-Integer,F2-List<String>,F2-Files,F2-QueryParser,F2-Object,F2-String,F2-PorterStemmer,F2-Long,F2-System,F2-Float,F2-Character,F2-File,F2-HTMLStripCharFilter,F6-NA,F6-java.lang.Long,F6-org.apache.lucene.queryparser.surround.parser.Token,F6-java.io.InputStreamReader,F6-java.io.FileInputStream,F6-java.util.Properties,F6-java.util.HashMap,F6-java.lang.UnsupportedOperationException,F6-java.io.DataInputStream,F6-org.apache.solr.parser.Token,F6-org.apache.lucene.codecs.simpletext.AlreadyClosedException,F6-java.lang.Character,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.StringBuilder,F6-org.apache.solr.search.HashQParserPlugin.ZeroHash,F6-org.apache.solr.client.solrj.impl.ZkStateReader,F6-java.util.Date,F6-java.lang.Double,F6-org.apache.solr.client.solrj.impl.BasicHeader,F13-private,F13-NA,F13-protected,F13-public,F18-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F14-final,F1-size,F1-getLatestSchema,F1-NA,F1-add,F1-jj_ntk,F1-r_mark_regions,F1-getClass,F1-clone,F1-jj_consume_token,F1-iterator,F1-find_among_b,F1-get,F1-equals,F1-append,F1-compareTo,F1-slice_from,F1-charAt,F1-load,F1-getName,F1-toString,F5-java.util.AbstractMap,F5-java.util.zip.InflaterInputStream,F5-java.lang.Object,F5-SolrQueryRequestBase,F5-NA,F5-java.lang.Error,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-FastInputStream,F5-java.lang.Number,F5-java.lang.Throwable,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-TermVectorsReader,F9-bits,F9-request,F9-name,F9-a,F9-field,F9-map,F9-indexedField,F9-numDeadServersToTry,F9-nvPairs,F9-expirationThresholdMilllis,F9-saveAs,F9-min,F9-source,F9-NA,F9-copy2Dir,F9-cached,F9-params,F9-servers,F9-sources,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-boolean,F4-InputStream,F4-File[],F4-long,F4-QueryNode,F4-char,F4-Token,F4-Object,F4-SrndQuery,F4-Float,F4-void,F4-double,F4-StringBuilder,F4-Path,F4-int,F4-String,F4-Class,F4-Iterator,F8-DocumentsWriterFlushControl,F8-LocalFsFile,F8-TernaryTree,F8-BytesHash,F8-ReaderWrapper,F8-DirectoryFile,F8-Correction,F8-ToParentBlockJoinFieldComparator,F8-MockDirectoryWrapper,F8-HashCollector,F8-SolrCore,F8-TVTerms,F8-ExpiringCachedDocCollection,F8-NA,F8-ShardRequestAndParams,F8-ElevationObj,F8-Frame,F8-Block,F8-Req,F8-CompoundToken,F11-val,F11-term,F11-scorer,F11-NA,F11-collection,F11-log,F11-startOffset,F11-failedPings,F11-field,F11-EOF,F11-start,F11-token,F11-replica,F11-propertyName,F11-endOffset,F11-vs,F11-UTF_8,F11-fst,F11-query,F11-comp,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-ryan@apache.org,F71-chrism@apache.org,F71-anshum@apache.org,F71-shalin@apache.org,F71-rmuir@apache.org,F71-sarowe@apache.org,F71-simonw@apache.org,F71-hossman@apache.org,F71-jpountz@apache.org,F71-buschmi@apache.org,F71-markrmiller@apache.org,F71-noble@apache.org,F71-yonik@apache.org,F71-mikemccand@apache.org,F71-shaie@apache.org,F71-rjernst@apache.org,F71-romseygeek@apache.org,F71-erick@apache.org,F71-dweiss@apache.org,F71-uschindler@apache.org,F74,F73,F84,F146,label
8435,org/apache/solr/core,org/apache/solr/core/SolrCores.java,637,TRUE,13,25,1636,2,6,674,2,114,0.554245283,302,63,0.208609272,0.538461538,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,3,STYLE,0.009149623,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.023136873,7.31E-04,4.87E-04,1,0.382352941,0.005367254,0.388921626,0.591203304,-0.147058824,0.018299247,0.165231432,0.591203304,-0.536842105,0.333333333,19,4932,708,8823,1223,0.001243008,12,1508,-285,2743,0.061478832,116,120,29,265,1,-4,1,0.087625653,2,15095,0,8631,1450,0,25176,6464,0.108699469,269,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,4160,25862,25,3916,close
8435,org/apache/solr/core,org/apache/solr/core/SolrCores.java,637,TRUE,13,25,1636,2,6,674,2,114,0.554245283,302,63,0.208609272,0.538461538,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,3,STYLE,0.003498385,RCN_REDUNDANT_NULLCHECK_OF_NULL_VALUE,18,2,2,0.023136873,7.31E-04,4.87E-04,1,0.384615385,0.005379236,0.388921626,0.591203304,-0.153846154,0.018299247,0.165231432,0.591203304,-0.536842105,0.333333333,19,4932,708,8823,1223,0.001243008,12,1508,-285,2743,0.061478832,116,120,29,265,1,-4,1,0.087625653,2,15095,0,8631,1450,0,25176,6464,0.108699469,269,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,4160,25862,25,3916,close
8435,org/apache/solr/core,org/apache/solr/core/SolrCores.java,637,TRUE,0,25,1636,2,11,674,1,114,0.160377358,302,63,0.208609272,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,3,PERFORMANCE,0.066469322,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.023136873,7.31E-04,0,0,0.299595142,0.011657661,0.326896552,0.167185868,-0.267206478,0.004036598,0.060010764,0.167185868,-0.536842105,0.333333333,19,4932,708,8823,1223,0.001243008,12,1508,-285,2743,0.061478832,116,120,29,265,1,-4,1,0.087625653,2,15095,0,8631,1450,0,25176,6464,0.108699469,269,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,4160,25862,25,3916,open
12202,org/apache/solr/core,org/apache/solr/core/SolrDeletionPolicy.java,1023,TRUE,0,10,1636,3,6,674,1,114,0.578313253,171,45,0.263157895,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,MT_CORRECTNESS,0.018568353,IS2_INCONSISTENT_SYNC,20,3,0,0.023136873,0.00121773,0,0,0.31884058,0.012775368,0.333333333,0.295307783,-0.333333333,0.003498385,0.009149623,0.295307783,-0.536842105,-0.6,16,15389,2011,19280,1223,0,12,1508,-285,2743,0.061478832,246,223,25,494,0,23,0,0.119947907,0,15095,0,8631,1450,0,25176,6464,0.108699469,1510,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,5401,25862,25,3916,open
12202,org/apache/solr/core,org/apache/solr/core/SolrDeletionPolicy.java,1023,TRUE,0,10,1636,3,6,674,1,114,0.643373494,171,45,0.263157895,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,MT_CORRECTNESS,0.018568353,IS2_INCONSISTENT_SYNC,20,3,0,0.023136873,0.00121773,0,0,0.31884058,0.012775368,0.333333333,0.295307783,-0.333333333,0.003498385,0.009149623,0.295307783,-0.536842105,-0.6,16,15389,2011,19280,1223,0,12,1508,-285,2743,0.061478832,246,223,25,494,0,23,0,0.119947907,0,15095,0,8631,1450,0,25176,6464,0.108699469,1510,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,5401,25862,25,3916,open
12202,org/apache/solr/core,org/apache/solr/core/SolrDeletionPolicy.java,1023,TRUE,0,10,1636,3,2,674,1,114,0.180722892,171,45,0.263157895,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,MALICIOUS_CODE,0.043057051,MS_SHOULD_BE_FINAL,16,1,0,0.023136873,0.00121773,0,0,0.5125,0.020820313,0.351851852,0.160671581,0.11875,0.003498385,0.033369214,0.160671581,-0.536842105,-0.6,20,17208,2374,21099,1223,0,12,1508,-285,2743,0.061478832,246,223,25,494,0,23,0,0.119947907,0,15095,0,8631,1450,0,25176,6464,0.108699469,1510,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,5401,25862,25,3916,close
12202,org/apache/solr/core,org/apache/solr/core/SolrDeletionPolicy.java,1023,TRUE,37,10,1636,3,0,674,8,114,0.742971888,171,45,0.263157895,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,STYLE,0.04467169,REC_CATCH_EXCEPTION,20,3,1,0.023136873,0.00121773,2.44E-04,-1,0.253012048,0.004295385,0.388921626,0.591203304,-0.277108434,0.018299247,0.165231432,0.591203304,-0.536842105,-0.6,20,17208,2374,21099,1223,0,12,1508,-285,2743,0.061478832,246,223,25,494,0,23,0,0.119947907,0,15095,0,8631,1450,0,25176,6464,0.108699469,1510,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,5401,25862,25,3916,open
12202,org/apache/solr/core,org/apache/solr/core/SolrDeletionPolicy.java,1023,TRUE,15,10,1636,3,4,674,3,114,0.831325301,171,45,0.263157895,0.564102564,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,PERFORMANCE,0.021259419,UPM_UNCALLED_PRIVATE_METHOD,20,3,1,0.023136873,0.00121773,2.44E-04,-1,0.708860759,0.011465399,0.326896552,0.167185868,0.46835443,0.004036598,0.060010764,0.167185868,-0.536842105,-0.6,20,17208,2374,21099,1223,0,12,1508,-285,2743,0.061478832,246,223,25,494,0,23,0,0.119947907,0,15095,0,8631,1450,0,25176,6464,0.108699469,1510,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,5401,25862,25,3916,open
8501,org/apache/solr/core,org/apache/solr/core/SolrResourceLoader.java,644,TRUE,67,36,1636,1,0,674,18,114,0.639759036,542,199,0.367158672,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4,STYLE,0.031485468,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,18,2,2,0.023136873,9.74E-04,4.87E-04,-1,0.299145299,0.004764941,0.388921626,0.591203304,-0.222222222,0.018299247,0.165231432,0.591203304,-0.536842105,-0.5,96,18198,2684,22089,1223,0.129246068,12,1508,-285,2743,0.061478832,617,653,23,1293,19,-36,11,0.114913805,30,15095,0,8631,1450,-8,25176,6464,0.108699469,203,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,4094,25862,25,3916,open
8501,org/apache/solr/core,org/apache/solr/core/SolrResourceLoader.java,644,TRUE,67,36,1636,1,0,674,18,114,0.677108434,542,199,0.367158672,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4,STYLE,0.031485468,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,18,2,2,0.023136873,9.74E-04,4.87E-04,-1,0.299145299,0.004764941,0.388921626,0.591203304,-0.222222222,0.018299247,0.165231432,0.591203304,-0.536842105,-0.5,96,18198,2684,22089,1223,0.129246068,12,1508,-285,2743,0.061478832,617,653,23,1293,19,-36,11,0.114913805,30,15095,0,8631,1450,-8,25176,6464,0.108699469,203,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,4094,25862,25,3916,open
8501,org/apache/solr/core,org/apache/solr/core/SolrResourceLoader.java,644,TRUE,19,36,1636,1,4,674,7,114,0.21686747,542,199,0.367158672,0.157894737,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4,STYLE,0.031485468,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,1,0.023136873,9.74E-04,2.44E-04,1,0.299145299,0.004764941,0.388921626,0.591203304,-0.222222222,0.018299247,0.165231432,0.591203304,-0.536842105,-0.5,25,5080,727,8971,1223,0.129246068,12,1508,-285,2743,0.061478832,617,653,23,1293,19,-36,11,0.114913805,30,15095,0,8631,1450,-8,25176,6464,0.108699469,203,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,4094,25862,25,3916,close
8501,org/apache/solr/core,org/apache/solr/core/SolrResourceLoader.java,644,TRUE,21,36,1636,1,4,674,4,114,0.651807229,542,199,0.367158672,0.523809524,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4,STYLE,0.04467169,REC_CATCH_EXCEPTION,20,3,1,0.023136873,9.74E-04,2.44E-04,-1,0.253012048,0.004295385,0.388921626,0.591203304,-0.277108434,0.018299247,0.165231432,0.591203304,-0.536842105,-0.5,96,18198,2684,22089,1223,0.129246068,12,1508,-285,2743,0.061478832,617,653,23,1293,19,-36,11,0.114913805,30,15095,0,8631,1450,-8,25176,6464,0.108699469,203,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,4094,25862,25,3916,open
16458,org/apache/solr/core,org/apache/solr/core/StandardDirectoryFactory.java,1521,TRUE,4,9,1636,1,4,674,1,114,0.570512821,93,44,0.47311828,0.75,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1,STYLE,0.006458558,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,13,2,1,0.023136873,2.44E-04,2.44E-04,-1,0.333333333,0.005050505,0.388921626,0.591203304,0.041666667,0.018299247,0.165231432,0.591203304,-0.536842105,-1,6,5137,736,9028,1223,0.001963534,12,1508,-285,2743,0.061478832,87,36,5,128,5,51,2,0.04970421,7,15095,0,8631,1450,-3,25176,6464,0.108699469,709,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4600,25862,25,3916,open
