F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-String[],F16-Boolean,F16-Object,F16-NA,F16-ExecRow,F16-Conglomerate,F16-void,F16-GroupFetchScanController,F16-int,F16-ScanController,F16-Properties,F16-boolean,F16-PrintWriter,F16-RandomAccessFile,F16-String,F16-SQLException,F16-FileOutputStream,F16-TupleDescriptor,F16-Void,F16-ExecIndexRow,F3-NA,F3-int[],F3-Integer,F3-Long,F3-PrintStream,F3-ResultSet,F3-InputStream,F3-TransactionController,F3-null,F3-byte[],F3-boolean,F3-char,F3-String,F3-long,F3-ExecRow,F3-int,F3-PrintWriter,F3-SQLException,F3-QualifiedIdentifier,F3-Connection,F7-|,F7--,F7-/,F7-++,F7--=,F7---,F7-+=,F7-&,F7-NA,F7-*,F7-+,F12-long,F12-int,F12-NA,F12-LocalizedResource,F12-boolean,F12-LocalizedOutput,F12-SQLException,F12-int[],F12-String[],F12-byte[],F12-String,F12-Connection,F12-ArrayList<ResultSet>,F12-Hashtable,F12-ConnectionEnv,F12-PrintStream,F12-Class[],F12-Statement,F12-ResultSet,F12-TypeDescriptor,F17-static,F17-final,F17-NA,F17-final-final,F2-ResultSet,F2-SystemProcedures,F2-JDBCDisplayUtil,F2-BrokeredConnection,F2-NA,F2-UCode_CharStream,F2-Runtime,F2-Integer,F2-StringBuffer,F2-Properties,F2-Connection,F2-String,F2-ij,F2-PreparedStatement,F2-System,F2-SQLParserTokenManager,F2-DRDAConnThread,F2-Hashtable<Integer String>,F2-Statement,F2-File,F6-java.io.RandomAccessFile,F6-org.apache.derby.impl.sql.compile.IsNullNode,F6-NA,F6-java.lang.Long,F6-java.io.FileWriter,F6-java.io.FileOutputStream,F6-java.io.InputStreamReader,F6-org.apache.derby.impl.sql.compile.FromList,F6-java.util.Properties,F6-java.io.FileInputStream,F6-java.io.PrintWriter,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.Boolean,F6-java.lang.String,F6-org.apache.derby.impl.sql.execute.rts.XPLAINResultSetTimingsDescriptor,F6-java.lang.StringBuffer,F6-java.lang.StringBuilder,F6-java.util.Vector<java.lang.String>,F6-org.apache.derby.impl.tools.ij.Token,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F14-final,F1-executeQuery,F1-ReInit,F1-size,F1-NA,F1-getBoolean,F1-generateCsSQLException,F1-prepareStatement,F1-jj_consume_token,F1-next,F1-getDefaultConn,F1-readChar,F1-get,F1-append,F1-equals,F1-getProperty,F1-put,F1-qualifiedIdentifier,F1-toString,F1-jjStopAtPos,F1-newException,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-javax.naming.InitialContext,F5-java.io.OutputStreamWriter,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.lang.Number,F5-java.util.Date,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.lang.Exception,F5-java.util.Dictionary,F9-isXAConnection_,F9-password,F9-traceDirectory,F9-description,F9-containerId,F9-databaseName,F9-user,F9-serviceType,F9-cachedCharLength,F9-array,F9-unclosableInternalReader,F9-dataSourceName,F9-NA,F9-retrieveMessageText,F9-objectType,F9-uuidFactory,F9-backupRoot,F9-loginTimeout,F9-portNumber,F9-length,F10-NA,F10-true,F19-NA,F19-interface,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Pkgnamcsn,F4-boolean,F4-InputStream,F4-long,F4-StringBuffer,F4-ResultSet,F4-Statement,F4-PreparedStatement,F4-KeyStore,F4-char,F4-Token,F4-Connection,F4-Object,F4-void,F4-double,F4-QualifiedIdentifier,F4-int,F4-String,F4-SQLException,F8-EmbeddedBaseDataSource,F8-DRDAServerStarter,F8-DDdependableFinder,F8-PermDescriptor,F8-TemporaryClob,F8-UpdateServiceProperties,F8-AuthenticationServiceBase,F8-ClientConnection,F8-RealHashScanStatistics,F8-ClientBaseDataSourceRoot,F8-DoubleProperties,F8-BaseDataFileFactory,F8-DRDAProtocolExceptionInfo,F8-AliasDescriptor,F8-mtTime,F8-NA,F8-MeteredStream,F8-ByteArray,F8-StatementKey,F8-ijRowResult,F11-ignoreWebLogic,F11-langUtil,F11-scanned,F11-NA,F11-DS_GET_CONN_TYPES,F11-file,F11-propFile,F11-urlCheck,F11-displayColumns,F11-resultSet,F11-actions,F11-CONTAINER_KEY_MEMORY_USAGE,F11-catalogType,F11-num_pages,F11-kind,F11-used,F11-serialVersionUID,F11-portingOnly,F11-currentConnEnv,F11-out,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-mamta@apache.org,F71-djd@apache.org,F71-lilywei@apache.org,F71-davidvc@apache.org,F71-kmarsden@apache.org,F71-rhillegas@apache.org,F71-bakksjo@apache.org,F71-mikem@apache.org,F71-myrnavl@apache.org,F71-kristwaa@apache.org,F71-dag@apache.org,F71-kahatlen@apache.org,F71-bandaram@apache.org,F71-oysteing@apache.org,F71-suresht@apache.org,F71-dyre@apache.org,F71-bernt@apache.org,F71-fuzzylogic@apache.org,F71-bpendleton@apache.org,F71-coar@apache.org,F74,F73,F84,F146,label
5144,org/apache/derby/impl/store/access/conglomerate,org/apache/derby/impl/store/access/conglomerate/TemplateRow.java,2516,TRUE,20,7,1055,1,0,139,10,11,0.350931677,177,98,0.553672316,1,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,STYLE,0.002823719,BC_VACUOUS_INSTANCEOF,17,2,2,0.006551724,6.90E-04,6.90E-04,-1,0,0,0.030188679,0.132815665,-1,0.008874546,0.00524405,0.132815665,-0.473684211,-1,12,7699,3519,8134,0,0,0,0,0,0,0,278,26,1,305,0,252,0,0.026864547,0,1700,0,323,2043,0,4066,1377,0.04119023,278,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,713,8135,211,646,open
5144,org/apache/derby/impl/store/access/conglomerate,org/apache/derby/impl/store/access/conglomerate/TemplateRow.java,2516,TRUE,20,7,1055,1,0,139,10,11,0.350931677,177,98,0.553672316,1,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,CORRECTNESS,0.001613554,SIO_SUPERFLUOUS_INSTANCEOF,10,3,2,0.006551724,6.90E-04,6.90E-04,-1,0,0,0.017391304,0.001014615,-1,0,8.07E-04,0.001014615,-0.473684211,-1,12,7699,3519,8134,0,0,0,0,0,0,0,278,26,1,305,0,252,0,0.026864547,0,1700,0,323,2043,0,4066,1377,0.04119023,278,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,713,8135,211,646,open
8134,org/apache/derby/impl/store/access/heap,org/apache/derby/impl/store/access/heap/D_HeapController.java,3519,TRUE,0,0,1128,2,0,119,1,14,0.630952381,177,31,0.175141243,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,STYLE,8.07E-04,ICAST_IDIV_CAST_TO_DOUBLE,17,2,1,0.007586207,6.90E-04,3.45E-04,-1,0,0,0.030188679,0.132815665,-1,0.008874546,0.00524405,0.132815665,0.272727273,-1,11,7699,3519,8134,7,0,0,0,7,7,1.00E-04,20,12,179,211,0,8,0,0.005702894,0,1618,0,130,1384,0,3132,1488,0.019431911,278,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,713,8135,55,489,open
5319,org/apache/derby/impl/store/access/heap,org/apache/derby/impl/store/access/heap/Heap.java,2545,TRUE,31,27,1128,1,0,119,10,14,0.337870296,657,428,0.651445967,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,CORRECTNESS,0.002823719,DMI_INVOKING_TOSTRING_ON_ARRAY,8,1,2,0.007586207,0.004137931,6.90E-04,-1,0,0,0.017391304,0.001014615,-1,0,8.07E-04,0.001014615,0.272727273,0.666666667,23,7699,3519,8134,7,0,0,0,7,7,1.00E-04,64,24,557,645,0,40,0,0.028512214,0,1618,0,130,1384,0,3132,1488,0.019431911,167,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,602,8135,55,489,open
5319,org/apache/derby/impl/store/access/heap,org/apache/derby/impl/store/access/heap/Heap.java,2545,TRUE,9,27,1128,1,0,119,2,14,0.56285028,657,428,0.651445967,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,PERFORMANCE,0.002016942,DM_BOXED_PRIMITIVE_TOSTRING,18,2,2,0.007586207,0.004137931,6.90E-04,1,1,0,0.231101512,0.153502582,1,0.004437273,0.038725292,0.153502582,0.272727273,0.666666667,23,7699,3519,8134,7,0,0,0,7,7,1.00E-04,64,24,557,645,0,40,0,0.028512214,0,1618,0,130,1384,0,3132,1488,0.019431911,167,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,602,8135,55,489,close
5319,org/apache/derby/impl/store/access/heap,org/apache/derby/impl/store/access/heap/Heap.java,2545,TRUE,44,27,1128,1,0,119,9,14,0.68694956,657,428,0.651445967,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,PERFORMANCE,0.002016942,DM_BOXED_PRIMITIVE_TOSTRING,18,2,2,0.007586207,0.004137931,6.90E-04,1,1,0,0.231101512,0.153502582,1,0.004437273,0.038725292,0.153502582,0.272727273,0.666666667,23,7699,3519,8134,7,0,0,0,7,7,1.00E-04,64,24,557,645,0,40,0,0.028512214,0,1618,0,130,1384,0,3132,1488,0.019431911,167,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,602,8135,55,489,close
5319,org/apache/derby/impl/store/access/heap,org/apache/derby/impl/store/access/heap/Heap.java,2545,TRUE,31,27,1128,1,0,119,10,14,0.341873499,657,428,0.651445967,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,PERFORMANCE,0.071399758,DM_NUMBER_CTOR,18,2,2,0.007586207,0.004137931,6.90E-04,-1,0.338983051,0.014938236,0.231101512,0.153502582,-0.322033898,0.004437273,0.038725292,0.153502582,0.272727273,0.666666667,23,7699,3519,8134,7,0,0,0,7,7,1.00E-04,64,24,557,645,0,40,0,0.028512214,0,1618,0,130,1384,0,3132,1488,0.019431911,167,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,602,8135,55,489,open
5319,org/apache/derby/impl/store/access/heap,org/apache/derby/impl/store/access/heap/Heap.java,2545,TRUE,17,27,1128,1,0,119,3,14,0.761409127,657,428,0.651445967,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,PERFORMANCE,0.071399758,DM_NUMBER_CTOR,18,2,1,0.007586207,0.004137931,3.45E-04,1,0.338983051,0.014938236,0.231101512,0.153502582,-0.322033898,0.004437273,0.038725292,0.153502582,0.272727273,0.666666667,23,7699,3519,8134,7,0,0,0,7,7,1.00E-04,64,24,557,645,0,40,0,0.028512214,0,1618,0,130,1384,0,3132,1488,0.019431911,167,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,602,8135,55,489,close
5319,org/apache/derby/impl/store/access/heap,org/apache/derby/impl/store/access/heap/Heap.java,2545,TRUE,9,27,1128,1,0,119,2,14,0.805444355,657,428,0.651445967,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,PERFORMANCE,0.071399758,DM_NUMBER_CTOR,18,2,1,0.007586207,0.004137931,3.45E-04,1,0.338983051,0.014938236,0.231101512,0.153502582,-0.322033898,0.004437273,0.038725292,0.153502582,0.272727273,0.666666667,23,7699,3519,8134,7,0,0,0,7,7,1.00E-04,64,24,557,645,0,40,0,0.028512214,0,1618,0,130,1384,0,3132,1488,0.019431911,167,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,602,8135,55,489,close
5319,org/apache/derby/impl/store/access/heap,org/apache/derby/impl/store/access/heap/Heap.java,2545,TRUE,9,27,1128,1,0,119,2,14,0.56285028,657,428,0.651445967,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,PERFORMANCE,0.071399758,DM_NUMBER_CTOR,18,2,2,0.007586207,0.004137931,6.90E-04,1,0.338983051,0.014938236,0.231101512,0.153502582,-0.322033898,0.004437273,0.038725292,0.153502582,0.272727273,0.666666667,23,7699,3519,8134,7,0,0,0,7,7,1.00E-04,64,24,557,645,0,40,0,0.028512214,0,1618,0,130,1384,0,3132,1488,0.019431911,167,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,602,8135,55,489,close
5319,org/apache/derby/impl/store/access/heap,org/apache/derby/impl/store/access/heap/Heap.java,2545,TRUE,17,27,1128,1,0,119,6,14,0.619695757,657,428,0.651445967,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,PERFORMANCE,0.071399758,DM_NUMBER_CTOR,18,2,1,0.007586207,0.004137931,3.45E-04,1,0.338983051,0.014938236,0.231101512,0.153502582,-0.322033898,0.004437273,0.038725292,0.153502582,0.272727273,0.666666667,23,7699,3519,8134,7,0,0,0,7,7,1.00E-04,64,24,557,645,0,40,0,0.028512214,0,1618,0,130,1384,0,3132,1488,0.019431911,167,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,602,8135,55,489,close
5319,org/apache/derby/impl/store/access/heap,org/apache/derby/impl/store/access/heap/Heap.java,2545,TRUE,9,27,1128,1,0,119,2,14,0.851080865,657,428,0.651445967,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,PERFORMANCE,0.071399758,DM_NUMBER_CTOR,18,2,1,0.007586207,0.004137931,3.45E-04,1,0.338983051,0.014938236,0.231101512,0.153502582,-0.322033898,0.004437273,0.038725292,0.153502582,0.272727273,0.666666667,23,7699,3519,8134,7,0,0,0,7,7,1.00E-04,64,24,557,645,0,40,0,0.028512214,0,1618,0,130,1384,0,3132,1488,0.019431911,167,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,602,8135,55,489,close
5319,org/apache/derby/impl/store/access/heap,org/apache/derby/impl/store/access/heap/Heap.java,2545,TRUE,88,27,1128,1,0,119,17,14,0.672938351,657,428,0.651445967,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,PERFORMANCE,0.071399758,DM_NUMBER_CTOR,18,2,2,0.007586207,0.004137931,6.90E-04,1,0.338983051,0.014938236,0.231101512,0.153502582,-0.322033898,0.004437273,0.038725292,0.153502582,0.272727273,0.666666667,23,7699,3519,8134,7,0,0,0,7,7,1.00E-04,64,24,557,645,0,40,0,0.028512214,0,1618,0,130,1384,0,3132,1488,0.019431911,167,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,602,8135,55,489,close
