F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ByteBuffer,F16-long[],F16-long,F16-Boolean,F16-ByteBuffer[][],F16-Token,F16-AbstractType,F16-Object,F16-NA,F16-void,F16-int,F16-boolean,F16-Double,F16-String,F16-Integer,F16-Pair,F16-Long,F16-MessageOut,F16-CommitLogSegment,F16-byte[][],F3-NA,F3-Class,F3-EncryptionOptions,F3-PrintStream,F3-SSTableReader,F3-byte[],F3-DecoratedKey,F3-boolean,F3-arg0.name().toByteBuffer(),F3-char,F3-String,F3-long,F3-InetAddress,F3-int,F3-ByteBuffer,F3-String[],F3-Thread,F3-BitSet,F3-ListenableFutureTask,F3-input,F7-^,F7-++,F7---,F7-%,F7-&,F7-*,F7-+,F7-^=,F7--,F7-/,F7--=,F7-+=,F7-NA,F7-*=,F12-long,F12-int,F12-FixedValueComparator,F12-List<ByteBuffer>,F12-NA,F12-Map<Pair MapType>,F12-TField,F12-Logger,F12-Map<AbstractType SetType>,F12-String,F12-OptionSimple,F12-double,F12-Pattern,F12-DistributionFactory,F12-List<AbstractType>,F12-TStruct,F12-List<ColumnInfo>,F12-UUID,F12-InetAddress,F12-Map<Class<? extends IScheme> SchemeFactory>,F17-abstract,F17-static,F17-final,F17-NA,F2-Class,F2-StringBuilder,F2-NA,F2-Random,F2-TreeSet<CellName>,F2-ArrayList<ReadCommand>,F2-Integer,F2-SSLFactory,F2-Math,F2-List<ByteBuffer>,F2-CqlLexer,F2-PrintStream,F2-String,F2-ByteBuffer,F2-Long,F2-System,F2-Cql_Lexer,F2-Boolean,F2-ThreadPoolExecutor,F2-File,F6-java.util.Random,F6-org.apache.cassandra.io.util.DataOutputStreamAndChannel,F6-NA,F6-org.apache.cassandra.db.BufferCell,F6-java.io.FileOutputStream,F6-org.apache.cassandra.cli.MismatchedSetException,F6-java.util.HashMap<java.lang.Class<? extends org.apache.cassandra.thrift.IScheme> org.apache.cassandra.thrift.SchemeFactory>,F6-java.io.PrintStream,F6-org.apache.cassandra.cli.RewriteRuleSubtreeStream,F6-java.io.DataInputStream,F6-org.apache.thrift.protocol.TStruct,F6-java.io.FileReader,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.cassandra.hadoop.pig.ResourceFieldSchema,F6-org.apache.cassandra.stress.settings.OptionSimple,F6-org.apache.thrift.protocol.TField,F6-java.io.BufferedReader,F6-org.apache.cassandra.db.marshal.DynamicCompositeType.FixedValueComparator,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-final-final,F14-NA,F14-final,F1-size,F1-registerQuery,F1-NA,F1-add,F1-close,F1-compare,F1-pushFollow,F1-write,F1-assertEquals,F1-get,F1-getSSTables,F1-equals,F1-compareTo,F1-predict,F1-value,F1-getLogger,F1-match,F1-count,F1-max,F1-exit,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.OutputStreamWriter,F5-org.apache.cassandra.stress.settings.SettingsCommand$Options,F5-AbstractType,F5-OpDistributionFactory,F5-java.io.FilterOutputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.util.EventObject,F5-java.lang.Number,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.BufferedReader,F5-java.io.OutputStream,F5-java.text.DateFormat,F9-id,F9-dataDir,F9-displayPrefix,F9-max,F9-tries,F9-options,F9-firstInsertedKey,F9-wrapped,F9-key_cache_size,F9-delta,F9-planId,F9-keyspaceName,F9-min,F9-identityDistributions,F9-dclocal_read_repair_chance,F9-NA,F9-truncate,F9-generate,F9-delegate,F9-batchsize,F10-NA,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-CommonTree,F4-String[],F4-boolean,F4-InputStream,F4-ByteBuffer,F4-long,F4-SSLContext,F4-byte[],F4-File,F4-void,F4-Buffer,F4-StringBuilder,F4-int,F4-String,F4-Field,F4-BigInteger,F4-long[],F4-OutputStream,F4-byte,F8-DistributionBoundApache,F8-ColumnFamilyMetricNameFactory,F8-SettingsErrors,F8-NoSpamLogStatement,F8-StressSettings,F8-DistributionOffsetApache,F8-GeneratorConfig,F8-OptionSimple,F8-DistributionInverted,F8-SettingsTransport,F8-SamplerResult<S>,F8-DistributionQuantized,F8-NA,F8-SettingsPopulation,F8-StreamState,F8-SettingsInsert,F8-WriterThread,F8-SeedManager,F8-CfDef,F8-DataOutputStreamPlus,F11-SUPER_COLUMN_FIELD_DESC,F11-IRE_FIELD_DESC,F11-COMPRESSION_FIELD_DESC,F11-NA,F11-NAME_FIELD_DESC,F11-SUCCESS_FIELD_DESC,F11-KEY_FIELD_DESC,F11-schemes,F11-KEYSPACE_FIELD_DESC,F11-logger,F11-START_TOKEN_FIELD_DESC,F11-WHY_FIELD_DESC,F11-COLUMN_PARENT_FIELD_DESC,F11-STRUCT_DESC,F11-COLUMN_FAMILY_FIELD_DESC,F11-COLUMNS_FIELD_DESC,F11-instance,F11-QUERY_FIELD_DESC,F11-UE_FIELD_DESC,F11-ITEM_ID_FIELD_DESC,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-xedin@apache.org,F71-jmckenzie@apache.org,F71-povel.y@gmail.com,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-dbrosius@mebigfatguy.com,F71-johan@apache.org,F71-benedict@apache.org,F71-jakers@gmail.com,F71-marcuse@apache.org,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-tyler@datastax.com,F71-slebresne@apache.org,F74,F73,F84,F146,label
2948,org/apache/cassandra/dht,org/apache/cassandra/dht/RandomPartitioner.java,133,TRUE,6,10,1973,4,8,296,1,75,0.319767442,125,27,0.216,0.333333333,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,7,STYLE,0.028636021,BC_UNCONFIRMED_CAST,20,3,2,0.003234252,3.59E-04,1.03E-04,-1,0.118421053,0.003599914,0.061433447,0.089737985,-0.763157895,0.003014318,0.024491334,0.089737985,-0.746031746,-0.714285714,30,8722,1646,10965,198,0,0,57,141,255,0.00430301,353,323,94,770,0,30,0,0.072931718,0,4912,0,2427,500,0,7839,2485,0.053038039,707,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,2948,13775,19,2259,open
2948,org/apache/cassandra/dht,org/apache/cassandra/dht/RandomPartitioner.java,133,TRUE,6,10,1973,4,8,296,1,75,0.325581395,125,27,0.216,0.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,7,STYLE,0.028636021,BC_UNCONFIRMED_CAST,20,3,2,0.003234252,3.59E-04,1.03E-04,-1,0.118421053,0.003599914,0.061433447,0.089737985,-0.763157895,0.003014318,0.024491334,0.089737985,-0.746031746,-0.714285714,30,8722,1646,10965,198,0,0,57,141,255,0.00430301,353,323,94,770,0,30,0,0.072931718,0,4912,0,2427,500,0,7839,2485,0.053038039,707,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,2948,13775,19,2259,open
2948,org/apache/cassandra/dht,org/apache/cassandra/dht/RandomPartitioner.java,133,TRUE,0,10,1973,4,0,296,1,75,0.453488372,125,27,0.216,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,7,STYLE,0.028636021,BC_UNCONFIRMED_CAST,20,3,1,0.003234252,3.59E-04,5.13E-05,-1,0.118421053,0.003599914,0.061433447,0.089737985,-0.763157895,0.003014318,0.024491334,0.089737985,-0.746031746,-0.714285714,2,1096,241,3339,198,0,0,57,141,255,0.00430301,353,323,94,770,0,30,0,0.072931718,0,4912,0,2427,500,0,7839,2485,0.053038039,707,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2948,13775,19,2259,open
2948,org/apache/cassandra/dht,org/apache/cassandra/dht/RandomPartitioner.java,133,TRUE,0,10,1973,4,0,296,1,75,0.51744186,125,27,0.216,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,7,STYLE,0.028636021,BC_UNCONFIRMED_CAST,20,3,2,0.003234252,3.59E-04,1.03E-04,0,0.118421053,0.003599914,0.061433447,0.089737985,-0.763157895,0.003014318,0.024491334,0.089737985,-0.746031746,-0.714285714,2,1096,241,3339,198,0,0,57,141,255,0.00430301,353,323,94,770,0,30,0,0.072931718,0,4912,0,2427,500,0,7839,2485,0.053038039,707,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2948,13775,19,2259,open
2948,org/apache/cassandra/dht,org/apache/cassandra/dht/RandomPartitioner.java,133,TRUE,0,10,1973,4,0,296,1,75,0.854651163,125,27,0.216,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,7,STYLE,0.028636021,BC_UNCONFIRMED_CAST,20,3,2,0.003234252,3.59E-04,1.03E-04,0,0.118421053,0.003599914,0.061433447,0.089737985,-0.763157895,0.003014318,0.024491334,0.089737985,-0.746031746,-0.714285714,64,11489,2288,13732,198,0,0,57,141,255,0.00430301,353,323,94,770,0,30,0,0.072931718,0,4912,0,2427,500,0,7839,2485,0.053038039,707,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,2948,13775,19,2259,close
8484,org/apache/cassandra/dht,org/apache/cassandra/dht/Range.java,1280,TRUE,5,35,1973,4,8,296,2,75,0.730769231,319,119,0.373040752,0.7,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2,BAD_PRACTICE,0.001883949,HE_EQUALS_NO_HASHCODE,19,3,3,0.003234252,1.03E-04,1.54E-04,-1,0,0,0.208981002,0.231490931,-1,0.002637528,0.043330821,0.231490931,-0.746031746,-1,59,11532,2313,13775,198,2.15E-04,0,57,141,255,0.00430301,665,297,39,1001,3,368,11,0.12190168,14,4912,0,2427,500,8,7839,2485,0.053038039,44,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,2282,13775,19,2259,open
8484,org/apache/cassandra/dht,org/apache/cassandra/dht/Range.java,1280,TRUE,0,35,1973,4,7,296,1,75,0.070850202,319,119,0.373040752,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2,STYLE,0.001883949,RI_REDUNDANT_INTERFACES,20,3,0,0.003234252,1.03E-04,0,0,0,0,0.061433447,0.089737985,-1,0.003014318,0.024491334,0.089737985,-0.746031746,-1,59,11532,2313,13775,198,2.15E-04,0,57,141,255,0.00430301,665,297,39,1001,3,368,11,0.12190168,14,4912,0,2427,500,8,7839,2485,0.053038039,44,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,2282,13775,19,2259,open
7255,org/apache/cassandra/utils,org/apache/cassandra/utils/MD5Digest.java,1010,TRUE,0,7,5653,1,4,753,1,301,0.467532468,42,26,0.619047619,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,1,BAD_PRACTICE,0.003014318,SE_BAD_FIELD,19,3,0,0.008727347,5.13E-05,0,0,0.125,0.00390625,0.208981002,0.231490931,-0.75,0.002637528,0.043330821,0.231490931,-0.776470588,1,2,5012,1010,7255,2623,0,33,747,1876,3403,0.034661071,62,1,0,63,0,61,0,0.121769868,0,13357,0,3651,739,0,17747,9706,0.066584223,686,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2927,13775,11533,0,open
3024,org/apache/cassandra/repair,org/apache/cassandra/repair/RepairJobDesc.java,154,TRUE,0,4,559,3,4,116,1,60,0.306569343,98,24,0.244897959,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,BAD_PRACTICE,0.003014318,SE_BAD_FIELD,19,3,0,0.001591457,0,0,0,0.125,0.00390625,0.208981002,0.231490931,-0.75,0.002637528,0.043330821,0.231490931,-0.935483871,0,5,3702,737,5945,154,0.002040296,5,63,91,222,0.028156304,30,14,0,44,4,16,4,0.010306707,8,1745,0,578,103,0,2426,1167,0.106069607,19,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2259,13775,19,2259,open
8190,org/apache/cassandra/gms,org/apache/cassandra/gms/FailureDetector.java,1221,TRUE,0,21,1102,3,8,185,1,54,0.94481982,345,48,0.139130435,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,MT_CORRECTNESS,0.003391108,IS2_INCONSISTENT_SYNC,17,2,0,7.70E-04,1.54E-04,0,0,0.111111111,0.008230453,0.322580645,0.314460595,-0.777777778,0.001130369,0.003014318,0.314460595,-0.866666667,-1,15,3076,622,5319,224,0.422162085,6,52,172,282,0.03480323,555,261,282,1098,4,294,68,0.154464829,72,5558,0,2153,1875,64,9586,3405,0.057744439,86,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2328,13775,19,2259,open
6382,org/apache/cassandra/gms,org/apache/cassandra/gms/EchoMessage.java,819,TRUE,0,0,1102,2,4,185,1,54,0.64,23,20,0.869565217,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,MALICIOUS_CODE,0.010173323,MS_SHOULD_BE_FINAL,16,1,0,7.70E-04,1.03E-04,0,0,0.259259259,0.017458536,0.145833333,0.141524205,-0.481481481,3.77E-04,0.004898267,0.141524205,-0.866666667,-1,6,4139,819,6382,224,7.95E-04,6,52,172,282,0.03480323,32,2,0,34,1,30,1,0.203333289,2,5558,0,2153,1875,0,9586,3405,0.057744439,19,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,2259,13775,19,2259,open
6382,org/apache/cassandra/gms,org/apache/cassandra/gms/EchoMessage.java,819,TRUE,0,0,1102,2,0,185,1,54,0.84,23,20,0.869565217,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,BAD_PRACTICE,0.001130369,ISC_INSTANTIATE_STATIC_CLASS,19,3,1,7.70E-04,1.03E-04,5.13E-05,-1,0,0,0.208981002,0.231490931,-1,0.002637528,0.043330821,0.231490931,-0.866666667,-1,6,4139,819,6382,224,7.95E-04,6,52,172,282,0.03480323,32,2,0,34,1,30,1,0.203333289,2,5558,0,2153,1875,0,9586,3405,0.057744439,19,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,2259,13775,19,2259,open
