F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-Object,F16-NA,F16-void,F16-int,F16-URL,F16-boolean,F16-URL[],F16-String,F16-Manifest,F16-Reader,F16-PrintStream,F16-File,F16-DateFormat,F3-NA,F3-Class,F3-Long,F3-PrintStream,F3-File,F3-Project,F3-byte[],F3-null,F3-boolean,F3-Object,F3-FileInputStream,F3-FileOutputStream,F3-char,F3-nestedTask.getTaskName(),F3-String,F3-long,F3-int,F3-Project.MSG_DEBUG,F3-Path,F3-Locale,F7--,F7-/,F7-&=,F7-++,F7-+=,F7-NA,F7-*,F7-+,F12-long,F12-int,F12-Object,F12-NA,F12-boolean,F12-Vector,F12-Method,F12-String,F12-AssertionFailedError,F12-HandlerType,F12-URL,F12-Reference,F12-File,F12-FileUtils,F12-ArrayList,F12-UnparseableExtraFieldData,F12-Union,F12-Path,F12-LinkedHashMap,F12-MailMessage,F17-final,F17-static,F17-static-final,F17-NA,F2-AbstractFileSetTest,F2-Document,F2-Process,F2-NA,F2-StringBuffer,F2-DateFormatFactory,F2-Vector,F2-Properties,F2-Math,F2-Object,F2-String,F2-Iterator,F2-Map,F2-Hashtable,F2-System,F2-List,F2-MockProject,F2-OutputStream,F2-Enumeration,F2-File,F6-java.io.ByteArrayOutputStream,F6-java.io.BufferedWriter,F6-org.apache.tools.zip.ZipLong,F6-NA,F6-java.lang.Long,F6-java.io.InputStreamReader,F6-java.util.Vector,F6-java.io.FileInputStream,F6-java.util.Properties,F6-java.io.PrintStream,F6-java.io.ByteArrayInputStream,F6-org.apache.tools.ant.util.LayoutPreservingProperties,F6-java.lang.Integer,F6-org.apache.tools.ant.types.PatternSet,F6-java.io.FileReader,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuffer,F6-org.apache.tools.ant.types.Path,F6-java.io.BufferedReader,F13-private,F13-NA,F13-protected,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F1-delete,F1-NA,F1-next,F1-iterator,F1-assertEquals,F1-getInstance,F1-get,F1-indexOf,F1-listFiles,F1-equals,F1-toLowerCase,F1-getProperty,F1-resolveFile,F1-load,F1-createTempFile,F1-log,F1-mkdirs,F1-list,F1-getInputStream,F1-assertTrue,F5-java.util.AbstractMap,F5-DataType,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-Task,F5-java.io.OutputStreamWriter,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.lang.Number,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-EnumeratedAttribute,F5-java.util.HashMap,F9-anonymousSchema,F9-ignoreSystemclasses,F9-uname,F9-forceOverwrite,F9-replyto,F9-extDirs,F9-key,F9-keys,F9-method,F9-todir,F9-genericJarSuffix,F9-dateTime,F9-trim,F9-NA,F9-out,F9-className,F9-path,F9-nowarn,F9-buildfile,F9-dir,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-File[],F4-long,F4-StringBuffer,F4-AbstractFileSet,F4-Enumeration,F4-DateFormat,F4-Node,F4-Object,F4-byte[],F4-File,F4-Element,F4-void,F4-String,F4-int,F4-Iterator,F4-SecurityManager,F8-PropertyChecker,F8-ManifestClassPath,F8-AbstractCvsTask,F8-BFT,F8-Checksum,F8-Touch,F8-Execute,F8-EjbJar,F8-JDBCTask,F8-DirectoryScanner,F8-SchemaValidate,F8-MailMessage,F8-MethodAndObject,F8-Rmic,F8-Available,F8-NA,F8-ReferenceChecker,F8-AbstractFileSet,F8-AntTypeDefinition,F8-Javac,F11-msg,F11-description,F11-nested,F11-NA,F11-refid,F11-classname,F11-FILE_UTILS,F11-type,F11-error,F11-externalAttributes,F11-unparseableExtra,F11-extraFields,F11-ref,F11-platform,F11-unlessCond,F11-from,F11-name,F11-dir,F11-to,F11-selectorsList,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-kevj@apache.org,F71-dev-null@apache.org,F71-jskeet@apache.org,F71-donaldp@apache.org,F71-antoine@apache.org,F71-jkf@apache.org,F71-stevel@apache.org,F71-jglick@apache.org,F71-bodewig@apache.org,F71-stefano@apache.org,F71-umagesh@apache.org,F71-sbailliez@apache.org,F71-ehatcher@apache.org,F71-costin@apache.org,F71-rubys@apache.org,F71-peterreilly@apache.org,F71-hibou@apache.org,F71-conor@apache.org,F71-mbenson@apache.org,F71-jhm@apache.org,F74,F73,F84,F146,label
3653,org/apache/tools/ant/taskdefs/optional,org/apache/tools/ant/taskdefs/optional/ReplaceRegExpTest.java,1562,TRUE,3,9,2777,1,4,346,1,49,0.37398374,86,22,0.255813953,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,CORRECTNESS,0.071248952,IJU_TEARDOWN_NO_SUPER,7,2,1,0.048979592,8.16E-04,8.16E-04,1,0.764705882,0.016357345,0.690265487,0.248692452,0.529411765,0,0.065381391,0.248692452,-0.2,1,19,10444,3353,11478,9,0,0,12,-3,21,0.002102402,14,100,4,118,0,-86,0,0.027030169,0,9892,0,6852,391,0,17135,3040,0.069038052,916,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1951,13497,33,1067,1
11147,org/apache/tools/ant/taskdefs/optional,org/apache/tools/ant/taskdefs/optional/Rpm.java,3303,TRUE,164,14,2777,1,20,346,33,49,0.445205479,187,139,0.743315508,0.25304878,29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,I18N,0.134953898,DM_DEFAULT_ENCODING,19,1,1,0.048979592,8.16E-04,8.16E-04,-1,0.236024845,0.090158559,0.206521739,0.005440208,-0.527950311,8.38E-04,0.03101425,0.005440208,-0.2,-1,20,6162,2724,7196,9,0.06097561,0,12,-3,21,0.002102402,319,232,10,561,11,87,9,0.060624683,20,9892,0,6852,391,-2,17135,3040,0.069038052,33,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1067,13497,33,1067,0
3654,org/apache/tools/ant/taskdefs/optional,org/apache/tools/ant/taskdefs/optional/RpmTest.java,1562,TRUE,0,2,2777,3,21,346,1,49,0.787878788,36,23,0.638888889,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,PERFORMANCE,0.020955574,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.048979592,8.16E-04,0,0,0.56,0.016426667,0.338842975,0.220970467,0.12,0.002514669,0.034367142,0.220970467,-0.2,-1,4,3911,2111,4945,9,0,0,12,-3,21,0.002102402,99,0,0,99,0,99,0,0.140409534,0,9892,0,6852,391,0,17135,3040,0.069038052,2248,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3283,13497,33,1067,0
5185,org/apache/tools/ant/taskdefs/optional,org/apache/tools/ant/taskdefs/optional/SchemaValidate.java,2138,TRUE,4,16,2777,2,8,346,1,49,0.375,262,204,0.778625954,0.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,STYLE,0.09052808,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.048979592,0.001632653,8.16E-04,-1,0.12962963,0.00376086,0.253298153,0.448765692,-0.740740741,0.005867561,0.077954736,0.448765692,-0.2,-1,13,4151,2138,5185,9,0,0,12,-3,21,0.002102402,73,33,0,106,0,40,0,0.057929002,0,9892,0,6852,391,0,17135,3040,0.069038052,605,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1640,13497,33,1067,0
5185,org/apache/tools/ant/taskdefs/optional,org/apache/tools/ant/taskdefs/optional/SchemaValidate.java,2138,TRUE,4,16,2777,2,8,346,1,49,0.357954545,262,204,0.778625954,0.75,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,STYLE,0.09052808,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.048979592,0.001632653,8.16E-04,-1,0.12962963,0.00376086,0.253298153,0.448765692,-0.740740741,0.005867561,0.077954736,0.448765692,-0.2,-1,13,4151,2138,5185,9,0,0,12,-3,21,0.002102402,73,33,0,106,0,40,0,0.057929002,0,9892,0,6852,391,0,17135,3040,0.069038052,605,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1640,13497,33,1067,0
12666,org/apache/tools/ant/taskdefs/optional,org/apache/tools/ant/taskdefs/optional/TraXLiaison.java,3649,TRUE,22,24,2777,1,8,346,5,49,0.971107544,366,193,0.527322404,0.545454545,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,STYLE,0.03101425,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,1,0.048979592,0.003265306,8.16E-04,-1,0.216216216,0.005648892,0.253298153,0.448765692,-0.567567568,0.005867561,0.077954736,0.448765692,-0.2,0.5,24,5817,2669,6851,9,0,0,12,-3,21,0.002102402,501,252,36,789,0,249,0,0.109770971,0,9892,0,6852,391,0,17135,3040,0.069038052,587,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1622,13497,33,1067,0
12666,org/apache/tools/ant/taskdefs/optional,org/apache/tools/ant/taskdefs/optional/TraXLiaison.java,3649,TRUE,41,24,2777,1,0,346,13,49,0.550561798,366,193,0.527322404,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,STYLE,0.038558256,REC_CATCH_EXCEPTION,20,3,1,0.048979592,0.003265306,8.16E-04,1,0.456521739,0.008270321,0.253298153,0.448765692,-0.086956522,0.005867561,0.077954736,0.448765692,-0.2,0.5,36,7835,3182,8869,9,0,0,12,-3,21,0.002102402,501,252,36,789,0,249,0,0.109770971,0,9892,0,6852,391,0,17135,3040,0.069038052,587,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1622,13497,33,1067,1
12666,org/apache/tools/ant/taskdefs/optional,org/apache/tools/ant/taskdefs/optional/TraXLiaison.java,3649,TRUE,44,24,2777,1,0,346,12,49,0.666131621,366,193,0.527322404,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,STYLE,0.038558256,REC_CATCH_EXCEPTION,20,3,1,0.048979592,0.003265306,8.16E-04,1,0.456521739,0.008270321,0.253298153,0.448765692,-0.086956522,0.005867561,0.077954736,0.448765692,-0.2,0.5,36,7835,3182,8869,9,0,0,12,-3,21,0.002102402,501,252,36,789,0,249,0,0.109770971,0,9892,0,6852,391,0,17135,3040,0.069038052,587,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1622,13497,33,1067,1
12666,org/apache/tools/ant/taskdefs/optional,org/apache/tools/ant/taskdefs/optional/TraXLiaison.java,3649,TRUE,14,24,2777,1,0,346,3,49,0.475120385,366,193,0.527322404,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,STYLE,0.09052808,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.048979592,0.003265306,8.16E-04,1,0.12962963,0.00376086,0.253298153,0.448765692,-0.740740741,0.005867561,0.077954736,0.448765692,-0.2,0.5,11,2963,1681,3997,9,0,0,12,-3,21,0.002102402,501,252,36,789,0,249,0,0.109770971,0,9892,0,6852,391,0,17135,3040,0.069038052,587,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1622,13497,33,1067,1
11625,org/apache/tools/ant/taskdefs/optional,org/apache/tools/ant/taskdefs/optional/TraXLiaisonTest.java,3423,TRUE,23,7,2777,3,0,346,2,49,0.518181818,75,22,0.293333333,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,8,BAD_PRACTICE,0.007544007,DE_MIGHT_IGNORE,19,3,2,0.048979592,0.006530612,0.001632653,-1,0.333333333,0.008888889,0.308300395,0.45773666,-0.333333333,0.005867561,0.062866723,0.45773666,-0.2,-1,0,342,308,1376,9,0,0,12,-3,21,0.002102402,197,52,1,250,0,145,0,0.085425916,0,9892,0,6852,391,0,17135,3040,0.069038052,342,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1376,13497,33,1067,0
11625,org/apache/tools/ant/taskdefs/optional,org/apache/tools/ant/taskdefs/optional/TraXLiaisonTest.java,3423,TRUE,12,7,2777,3,12,346,3,49,0.9,75,22,0.293333333,0.583333333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,8,STYLE,0.039396479,DMI_HARDCODED_ABSOLUTE_FILENAME,17,2,2,0.048979592,0.006530612,0.001632653,-1,0.042553191,0.001358081,0.253298153,0.448765692,-0.914893617,0.005867561,0.077954736,0.448765692,-0.2,-1,14,9051,3249,10085,9,0,0,12,-3,21,0.002102402,197,52,1,250,0,145,0,0.085425916,0,9892,0,6852,391,0,17135,3040,0.069038052,342,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1376,13497,33,1067,0
11625,org/apache/tools/ant/taskdefs/optional,org/apache/tools/ant/taskdefs/optional/TraXLiaisonTest.java,3423,TRUE,12,7,2777,3,12,346,3,49,0.881818182,75,22,0.293333333,0.333333333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,8,STYLE,0.039396479,DMI_HARDCODED_ABSOLUTE_FILENAME,17,2,2,0.048979592,0.006530612,0.001632653,-1,0.042553191,0.001358081,0.253298153,0.448765692,-0.914893617,0.005867561,0.077954736,0.448765692,-0.2,-1,14,9051,3249,10085,9,0,0,12,-3,21,0.002102402,197,52,1,250,0,145,0,0.085425916,0,9892,0,6852,391,0,17135,3040,0.069038052,342,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1376,13497,33,1067,0
11625,org/apache/tools/ant/taskdefs/optional,org/apache/tools/ant/taskdefs/optional/TraXLiaisonTest.java,3423,TRUE,6,7,2777,3,12,346,2,49,0.390909091,75,22,0.293333333,0.666666667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,8,BAD_PRACTICE,0.066219614,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.048979592,0.006530612,8.16E-04,-1,0.063291139,0.002371415,0.308300395,0.45773666,-0.873417722,0.005867561,0.062866723,0.45773666,-0.2,-1,16,9644,3279,10678,9,0,0,12,-3,21,0.002102402,197,52,1,250,0,145,0,0.085425916,0,9892,0,6852,391,0,17135,3040,0.069038052,342,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1376,13497,33,1067,0
