F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-Thread,F16-JMeterProperty,F16-X509Certificate[],F16-AssertionResult,F16-long,F16-PreparedStatement,F16-NA,F16-CollectionProperty,F16-void,F16-int,F16-boolean,F16-PasswordAuthentication,F16-String,F16-Subject,F16-ParamMask,F16-HttpResponse,F16-Class<?>,F16-CookieManager,F16-List<HTTPSamplerBase>,F3-NA,F3-HttpRequestBase,F3-JMeterTreeNode,F3-StringProperty,F3-CollectionProperty,F3-TestElementProperty,F3-GenericController,F3-HashTree,F3-byte[],F3-boolean,F3-Object,F3-MenuIcon,F3-JMeterFileFilter,F3-String,F3-long,F3-InterleaveControl.IGNORE_SUB_CONTROLLERS,F3-int,F3-Node,F3-String[],F3-Arguments,F7--,F7-++,F7-+=,F7-NA,F7-+,F12-long,F12-Integer,F12-int,F12-RemoteThreadsListener,F12-Object,F12-LinkedList<LoopIterationListener>,F12-NA,F12-ThreadLocal<Long>,F12-boolean,F12-JTextField,F12-Logger,F12-String,F12-SamplingStatCalculator,F12-JTree,F12-double,F12-Random,F12-JTextArea,F12-RemoteSampleListener,F12-Set<String>,F12-BeanInfo,F17-static,F17-final,F17-NA,F2-StringBuilder,F2-NA,F2-JTextComponent,F2-Entry<Object Object>,F2-AbstractVisualizer,F2-AbstractButton,F2-ExecutorService,F2-Matcher,F2-AnnotatedTestCase,F2-String,F2-HashTree,F2-MailerModel,F2-Element,F2-Long,F2-SaveService,F2-System,F2-Authorization,F2-Attribute,F2-Statement,F2-File,F6-java.util.Random,F6-java.util.zip.GZIPInputStream,F6-java.io.ByteArrayOutputStream,F6-NA,F6-org.apache.jmeter.protocol.jms.sampler.CollectionProperty,F6-org.apache.jmeter.config.StringProperty,F6-java.io.InputStreamReader,F6-org.apache.jmeter.protocol.http.modifier.TestElementProperty,F6-org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase.CleanerThread,F6-java.io.PrintWriter,F6-java.io.File,F6-java.lang.String,F6-java.io.OutputStreamWriter,F6-java.lang.StringBuilder,F6-org.apache.jmeter.protocol.http.util.CollectionProperty,F6-org.apache.jmeter.protocol.http.sampler.DefaultHttpRequestRetryHandler,F6-java.util.Date,F6-org.apache.jmeter.testelement.property.StringProperty,F6-org.apache.jmeter.config.CollectionProperty,F6-java.io.BufferedReader,F13-private,F13-NA,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-cloneTree,F1-setResponseData,F1-NA,F1-setStyle,F1-setProperty,F1-trim,F1-getInstance,F1-getPropDefault,F1-getLoggerForClass,F1-addComponent,F1-debug,F1-execute,F1-valueOf,F1-setSelected,F1-promptToSaveFile,F1-setDelay,F1-getKey,F1-exit,F1-setText,F1-setArguments,F5-java.util.zip.InflaterInputStream,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.io.OutputStreamWriter,F5-java.util.AbstractSequentialList,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-javax.swing.JToggleButton,F5-javax.swing.Timer,F5-java.io.InputStreamReader,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.util.AbstractSet,F9-label,F9-xAxisLabels,F9-startTime,F9-samplerLabel,F9-color,F9-time,F9-backColor,F9-chkBox,F9-yAxisLabel,F9-NA,F9-lineColor,F9-random,F9-keyStore,F9-md5HexInput,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-ExecutorService,F4-String[],F4-Integer,F4-Container,F4-boolean,F4-File[],F4-Future,F4-long,F4-JMeterProperty,F4-JTextField,F4-Object,F4-void,F4-List,F4-StringBuilder,F4-Long,F4-String,F4-int,F4-JButton,F4-CallableStatement,F8-SSLManager,F8-RespTimeGraphLineBean,F8-BarGraph,F8-RespTimeGraphChart,F8-RespTimeGraphDataBean,F8-RandomTimer,F8-NA,F8-MD5HexAssertionGUI,F8-AxisGraph,F8-LineGraph,F11-ALWAYS_ENCODE,F11-APPLIABLE_CONFIG_CLASSES,F11-compareContent,F11-NA,F11-log,F11-firstTime,F11-ZERO,F11-LOCK,F11-maxThroughput,F11-CONDITION,F11-USE_GROUP_NAME,F11-pct2Label,F11-serialVersionUID,F11-listener,F11-TEXT_HTML,F11-sumOfSquares,F11-CLEAR,F11-rand,F11-CONNECTOR_PREFIX_DEFAULT,F11-loopCount,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-dev-null@apache.org,F71-mblankestijn@apache.org,F71-fschumacher@apache.org,F71-jsalvata@apache.org,F71-dims@apache.org,F71-jeremy_a@apache.org,F71-seade@apache.org,F71-oros@apache.org,F71-woolfel@apache.org,F71-pmouawad@apache.org,F71-alf@apache.org,F71-fschumacher@unknown,F71-milamber@apache.org,F71-thads@apache.org,F71-rjung@apache.org,F71-sebb@apache.org,F71-mstover1@apache.org,F71-undera@apache.org,F71-pmouawad@unknown,F74,F73,F84,F146,label
7545,org/apache/jmeter/protocol/ldap/config/gui,org/apache/jmeter/protocol/ldap/config/gui/LDAPArguments.java,1976,TRUE,0,17,1000,1,5,87,1,5,0.187969925,112,129,1.151785714,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,STYLE,0.196078431,RI_REDUNDANT_INTERFACES,20,3,0,0.002906977,0.001453488,0,0,0.833333333,0.006613757,0.386363636,0.433865448,0.666666667,0.183006536,0.163398693,0.433865448,0,1,11,9159,3969,12005,0,0,0,0,0,0,0,14,237,2,253,0,-223,0,0.0020869,0,2107,0,1998,24,0,4129,109,0.064876368,386,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3231,14044,386,3231,open
12005,org/apache/jmeter/protocol/ldap/control/gui,org/apache/jmeter/protocol/ldap/control/gui/LdapExtTestSamplerGui.java,3969,TRUE,5,7,82,1,8,14,1,2,0.738738739,49,47,0.959183673,0.6,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,STYLE,0.133986928,BC_UNCONFIRMED_CAST,20,3,1,0.002906977,0.001453488,0.001453488,1,0.170731707,0.006742019,0.386363636,0.433865448,-0.634146341,0.183006536,0.163398693,0.433865448,1,1,3,5619,2550,8465,0,0,0,0,0,0,0,18,84,4,106,0,-66,0,0.015510296,0,65,0,103,4,0,172,-38,0.010090541,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4847,14044,2002,4847,close
12309,org/apache/jmeter/protocol/ldap/control/gui,org/apache/jmeter/protocol/ldap/control/gui/LdapTestSamplerGui.java,4134,TRUE,12,7,82,1,8,14,1,2,0.69266055,59,35,0.593220339,0.291666667,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,STYLE,0.133986928,BC_UNCONFIRMED_CAST,20,3,1,0.002906977,0.001453488,0.001453488,1,0.170731707,0.006742019,0.386363636,0.433865448,-0.634146341,0.183006536,0.163398693,0.433865448,1,1,3,5619,2550,8465,0,0,0,0,0,0,0,47,19,0,66,0,28,0,0.004670787,0,65,0,103,4,0,172,-38,0.010090541,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4847,14044,2002,4847,close
12005,org/apache/jmeter/protocol/ldap/sampler,org/apache/jmeter/protocol/ldap/sampler/LDAPExtSampler.java,3969,TRUE,32,64,832,3,12,109,7,6,0.513562387,677,284,0.419497784,0.1875,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,STYLE,0.013071895,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,0.004360465,0.004360465,0.001453488,-1,0.125,0.005208333,0.386363636,0.433865448,-0.75,0.183006536,0.163398693,0.433865448,0.333333333,0.333333333,49,9159,3969,12005,0,0,0,0,0,0,0,1050,824,9,1883,0,226,0,0.093923701,0,2380,0,1695,20,0,4095,685,0.081396666,386,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,3231,14044,386,3231,open
12005,org/apache/jmeter/protocol/ldap/sampler,org/apache/jmeter/protocol/ldap/sampler/LDAPExtSampler.java,3969,TRUE,0,64,832,3,11,109,1,6,0.882459313,677,284,0.419497784,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,PERFORMANCE,0.052287582,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.004360465,0.004360465,0,0,0.71875,0.028878348,0.704545455,0.16776799,0.4375,0.04248366,0.032679739,0.16776799,0.333333333,0.333333333,49,9159,3969,12005,0,0,0,0,0,0,0,1050,824,9,1883,0,226,0,0.093923701,0,2380,0,1695,20,0,4095,685,0.081396666,386,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,3231,14044,386,3231,close
12005,org/apache/jmeter/protocol/ldap/sampler,org/apache/jmeter/protocol/ldap/sampler/LDAPExtSampler.java,3969,TRUE,0,64,832,3,14,109,1,6,0.895117541,677,284,0.419497784,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,PERFORMANCE,0.052287582,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.004360465,0.004360465,0,0,0.71875,0.028878348,0.704545455,0.16776799,0.4375,0.04248366,0.032679739,0.16776799,0.333333333,0.333333333,49,9159,3969,12005,0,0,0,0,0,0,0,1050,824,9,1883,0,226,0,0.093923701,0,2380,0,1695,20,0,4095,685,0.081396666,386,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,3231,14044,386,3231,open
7509,org/apache/jmeter/protocol/mail/sampler/gui,org/apache/jmeter/protocol/mail/sampler/gui/MailReaderSamplerGui.java,1967,TRUE,22,15,205,3,8,15,3,3,0.364179104,240,31,0.129166667,0.090909091,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,STYLE,0.133986928,BC_UNCONFIRMED_CAST,20,3,1,0.002906977,0.002906977,0.001453488,-1,0.170731707,0.006742019,0.386363636,0.433865448,-0.634146341,0.183006536,0.163398693,0.433865448,-1,-1,14,5619,2550,8465,0,0,0,0,0,0,0,262,13,3,278,0,249,0,0.040404563,0,262,0,13,3,0,278,249,0.040404563,792,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3637,14044,792,3637,open
7509,org/apache/jmeter/protocol/mail/sampler/gui,org/apache/jmeter/protocol/mail/sampler/gui/MailReaderSamplerGui.java,1967,TRUE,21,15,205,3,8,15,4,3,0.480597015,240,31,0.129166667,0.19047619,25,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,STYLE,0.133986928,BC_UNCONFIRMED_CAST,20,3,1,0.002906977,0.002906977,0.001453488,-1,0.170731707,0.006742019,0.386363636,0.433865448,-0.634146341,0.183006536,0.163398693,0.433865448,-1,-1,14,5619,2550,8465,0,0,0,0,0,0,0,262,13,3,278,0,249,0,0.040404563,0,262,0,13,3,0,278,249,0.040404563,792,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3637,14044,792,3637,open
3629,org/apache/jmeter/protocol/mongodb/sampler,org/apache/jmeter/protocol/mongodb/sampler/MongoScriptSampler.java,409,TRUE,68,14,127,1,12,17,1,3,0.572916667,96,22,0.229166667,0.367647059,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,I18N,0.089869281,DM_DEFAULT_ENCODING,19,1,1,0.001453488,0.001453488,0.001453488,-1,0.563636364,0.122975207,0.555555556,3.94E-04,0.127272727,0.029411765,0.027777778,3.94E-04,-1,-1,4,1780,850,4626,0,0,0,0,0,0,0,110,5,0,115,0,105,0,0.106903264,0,118,0,9,1,0,128,109,0.068320977,784,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3629,14044,386,3231,open
7298,org/apache/jmeter/protocol/smtp/sampler,org/apache/jmeter/protocol/smtp/sampler/SmtpSampler.java,1825,TRUE,155,8,246,1,0,8,20,1,0.731829574,293,60,0.204778157,1,133,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,I18N,0.089869281,DM_DEFAULT_ENCODING,19,1,3,0.004360465,0.004360465,0.004360465,0.333333333,0.563636364,0.122975207,0.555555556,3.94E-04,0.127272727,0.029411765,0.027777778,3.94E-04,0.333333333,0.333333333,10,4369,1741,7215,0,0,0,0,0,0,0,486,123,25,634,0,363,0,0.246901274,0,486,0,123,25,0,634,363,0.246901274,784,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3629,14044,784,3629,close
7298,org/apache/jmeter/protocol/smtp/sampler,org/apache/jmeter/protocol/smtp/sampler/SmtpSampler.java,1825,TRUE,155,8,246,1,0,8,20,1,0.741854637,293,60,0.204778157,1,133,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,I18N,0.089869281,DM_DEFAULT_ENCODING,19,1,3,0.004360465,0.004360465,0.004360465,0.333333333,0.563636364,0.122975207,0.555555556,3.94E-04,0.127272727,0.029411765,0.027777778,3.94E-04,0.333333333,0.333333333,22,4452,1825,7298,0,0,0,0,0,0,0,486,123,25,634,0,363,0,0.246901274,0,486,0,123,25,0,634,363,0.246901274,784,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3629,14044,784,3629,close
7298,org/apache/jmeter/protocol/smtp/sampler,org/apache/jmeter/protocol/smtp/sampler/SmtpSampler.java,1825,TRUE,155,8,246,1,0,8,20,1,0.528822055,293,60,0.204778157,1,133,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,STYLE,0.091503268,REC_CATCH_EXCEPTION,17,2,3,0.004360465,0.004360465,0.004360465,0.333333333,0.214285714,0.008017493,0.386363636,0.433865448,-0.553571429,0.183006536,0.163398693,0.433865448,0.333333333,0.333333333,8,2909,1200,5755,0,0,0,0,0,0,0,486,123,25,634,0,363,0,0.246901274,0,486,0,123,25,0,634,363,0.246901274,784,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3629,14044,784,3629,open
7298,org/apache/jmeter/protocol/smtp/sampler/gui,org/apache/jmeter/protocol/smtp/sampler/gui/SmtpPanel.java,1825,TRUE,3,61,880,10,6,91,1,18,0.463979417,712,290,0.407303371,0.833333333,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,BAD_PRACTICE,0.032679739,NM_CONFUSING,19,3,0,0.005813953,0.005813953,7.27E-04,0.5,0.45,0.0309375,0.448275862,0.0957247,-0.1,0.032679739,0.02124183,0.0957247,0,0,22,4452,1825,7298,0,0,0,0,0,0,0,1098,43,34,1175,0,1055,0,0.170441268,0,1449,0,67,34,0,1550,1382,0.132762383,386,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3231,14044,386,3231,close
7298,org/apache/jmeter/protocol/smtp/sampler/gui,org/apache/jmeter/protocol/smtp/sampler/gui/SmtpPanel.java,1825,TRUE,13,61,880,10,8,91,4,18,0.828473413,712,290,0.407303371,0.538461538,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,STYLE,0.024509804,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,1,0.005813953,0.005813953,0.001453488,1,0.266666667,0.009312169,0.386363636,0.433865448,-0.466666667,0.183006536,0.163398693,0.433865448,0,0,22,4452,1825,7298,0,0,0,0,0,0,0,1098,43,34,1175,0,1055,0,0.170441268,0,1449,0,67,34,0,1550,1382,0.132762383,386,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3231,14044,386,3231,close
