F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-List<String>,F16-List<PeekingResultIterator>,F16-PDataType,F16-Expression,F16-Boolean,F16-PMetaData,F16-PreparedStatement,F16-NA,F16-void,F16-int,F16-boolean,F16-String,F16-Date,F16-ParseNode,F16-KeyRange,F16-PhoenixArray,F16-MutationState,F16-Void,F16-PhoenixConnection,F16-ParameterMetaData,F3-TEST_PROPERTIES,F3-NA,F3-SortOrder.DESC,F3-SortOrder.ASC,F3-null,F3-byte[],F3-getUrl(),F3-Object,F3-boolean,F3-PhoenixArray,F3-String,F3-long,F3-int,F3-Properties,F3-List<ParseNode>,F3-BitSet,F3-PreparedStatement,F3-input,F3-Connection,F3-PDataType,F7-|,F7--,F7-++,F7-|=,F7-%,F7-+=,F7-NA,F7-*,F7-/=,F7-+,F12-long,F12-int,F12-PTimestamp,F12-PDouble,F12-NA,F12-VerifyingIndexCodec,F12-Queue<TableStateVerifier>,F12-boolean,F12-List<FunctionArgument>,F12-HTable,F12-PName,F12-BigDecimal,F12-Tuple,F12-byte[],F12-String,F12-KeySlot,F12-PInteger,F12-PBoolean,F12-KeyRange,F12-PeekingResultIterator,F17-static,F17-final,F17-static-final,F17-NA,F2-ResultSet,F2-StringToArrayFunctionTest,F2-Class,F2-ArrayPrependFunctionTest,F2-QueryCompilerTest,F2-RowValueConstructorIT,F2-NA,F2-ToCharFunctionIT,F2-BigDecimal,F2-TenantIdTypeIT,F2-Wrapper,F2-Object,F2-Connection,F2-String,F2-PhoenixUtil,F2-PreparedStatement,F2-QueryMoreIT,F2-DriverManager,F2-Statement,F2-File,F6-java.sql.Date,F6-org.apache.phoenix.coprocessor.Delete,F6-NA,F6-org.apache.phoenix.expression.PhoenixArray,F6-java.io.FileOutputStream,F6-java.util.HashMap<java.lang.String java.lang.Object>,F6-java.util.Properties,F6-java.math.BigDecimal,F6-java.io.PrintWriter,F6-org.apache.phoenix.hbase.index.balancer.HBaseAdmin,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-PhoenixArray.PrimitiveBytePhoenixArray,F6-java.util.concurrent.CountDownLatch,F6-java.lang.Double,F6-java.io.BufferedReader,F6-org.apache.phoenix.schema.types.PhoenixArray,F6-org.apache.phoenix.mapreduce.Path,F6-org.apache.phoenix.expression.ImmutableBytesPtr,F13-private,F13-NA,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-final-final,F14-NA,F14-final,F1-executeQuery,F1-NA,F1-close,F1-prepareStatement,F1-getUrl,F1-pushFollow,F1-deepCopy,F1-execute,F1-get,F1-getConnection,F1-format,F1-test,F1-toUpperCase,F1-match,F1-nextConnection,F1-getSqlType,F1-closeStmtAndConn,F1-toObject,F1-createStatement,F1-assertTrue,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-PDataType,F5-java.io.Writer,F5-java.util.zip.ZipOutputStream,F5-java.text.NumberFormat,F5-PWholeNumber,F5-PhoenixStatement,F5-java.util.Hashtable,F5-PSmallint.ShortCodec,F5-BaseCodec,F5-java.util.Date,F5-java.lang.Number,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-PRealNumber,F5-java.io.OutputStream,F5-java.util.AbstractSet,F9-duration,F9-query,F9-tableName,F9-columns,F9-intersection,F9-a,F9-b,F9-hbaseRootDir,F9-startTime,F9-statement,F9-msg,F9-minKey,F9-info,F9-firstPlan,F9-end,F9-fs,F9-rowCount,F9-NA,F9-conf,F9-parameterCount,F10-NA,F10-true,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-boolean,F4-InputStream,F4-File[],F4-long,F4-ResultSet,F4-Statement,F4-PreparedStatement,F4-Connection,F4-byte[],F4-ResultSetMetaData,F4-void,F4-Array,F4-List,F4-Map<String Object>,F4-T,F4-String,F4-int,F4-Class,F4-QueryPlan,F8-RunTime,F8-KeyRangeCoalesceTest,F8-MultiDeleteMutationPlan,F8-ColumnReference,F8-WALReplayWithIndexWritesAndCompressedWALIT,F8-QueryVerifier,F8-StatisticsCollector,F8-Info,F8-Scenario,F8-PhoenixConnection,F8-PairInt,F8-PhoenixPreparedStatement,F8-PhoenixPigDBWritable,F8-KeyRangeUnionTest,F8-PhoenixHBaseLoader,F8-ListMatchingVerifier,F8-MultiMutation,F8-NA,F8-KeyRangeIntersectTest,F8-CompressedIndexKeyValueDecoder,F11-onConditions,F11-rowCount,F11-tuple,F11-NA,F11-numRecordsRead,F11-delegate,F11-elapsedDurationInMs,F11-MAX_DOUBLE_AS_BIG_DECIMAL,F11-kvBuilder,F11-args,F11-functionName,F11-INSTANCE,F11-className,F11-type,F11-startTime,F11-put,F11-singleValueOnly,F11-slot,F11-jarPath,F11-table,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-ramkrishna.s.vasudevan@intel.com,F71-jtaylor@salesforce.com,F71-jamestaylor@apache.org,F71-tdsilva@salesforce.com,F71-ndimiduk@apache.org,F71-twdsilva@gmail.com,F71-samarth.jain@salesforce.com,F71-jeffreyz@apache.org,F71-jyates@apache.org,F71-enis@apache.org,F71-maryannxue@apache.org,F71-jzhong@JZhongs-MacBook-Pro.local,F71-elilevine@apache.org,F71-stoens@apache.org,F71-rajeshbabu.chintaguntla@huawei.com,F71-gabrielr@ngdata.com,F71-rajeshbabu@apache.org,F71-ramkrishna.s.vasudevan@gmail.com,F71-mujtaba@apache.org,F71-wei.xue@intel.com,F74,F73,F84,F146,label
1918,org/apache/phoenix/hbase/index/write,org/apache/phoenix/hbase/index/write/TestParalleWriterIndexCommitter.java,595,TRUE,0,2,806,2,5,50,1,22,0.805084746,84,22,0.261904762,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,PERFORMANCE,0.070284698,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.00148428,1.35E-04,0,0,0.139240506,0.009987716,0.133928571,0.034642974,-0.721518987,0,0.013345196,481.2633929,-1,-1,2,1021,595,1918,1,0,0,1,0,2,0.011111111,77,1,0,78,0,76,0,0.002702772,0,752,0,25,0,0,777,727,0.011586776,874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1769,1977,44,939,open
1918,org/apache/phoenix/hbase/index/write,org/apache/phoenix/hbase/index/write/TestWALRecoveryCaching.java,595,TRUE,70,6,806,3,4,50,6,22,0.537634409,245,81,0.330612245,0.471428571,76,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,STYLE,0.008451957,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,17,2,2,0.00148428,2.70E-04,2.70E-04,-1,0.368421053,0.007271468,0.155507559,0.330150806,-0.263157895,0,0.03202847,459.6220302,-1,-1,8,1021,595,1918,1,0,0,1,0,2,0.011111111,282,15,0,297,0,267,0,0.00513258,0,752,0,25,0,0,777,727,0.011586776,169,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1064,1977,44,939,open
1918,org/apache/phoenix/hbase/index/write,org/apache/phoenix/hbase/index/write/TestWALRecoveryCaching.java,595,TRUE,70,6,806,3,4,50,6,22,0.548387097,245,81,0.330612245,0.485714286,76,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,STYLE,0.002224199,UC_USELESS_OBJECT,17,2,2,0.00148428,2.70E-04,2.70E-04,-1,0.4,0.0075,0.155507559,0.330150806,-0.2,0,0.03202847,459.6220302,-1,-1,0,167,133,1064,1,0,0,1,0,2,0.011111111,282,15,0,297,0,267,0,0.00513258,0,752,0,25,0,0,777,727,0.011586776,169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1064,1977,44,939,open
1918,org/apache/phoenix/hbase/index/write/recovery,org/apache/phoenix/hbase/index/write/recovery/TestPerRegionIndexWriteCache.java,595,TRUE,16,5,293,3,6,17,3,7,0.641860465,158,32,0.202531646,0.6875,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,STYLE,0.008896797,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.001754149,0.001619215,1.35E-04,-1,0,0,0.155507559,0.330150806,-1,0,0.03202847,459.6220302,-1,-1,4,1021,595,1918,0,0,0,0,0,0,0,132,5,1,138,0,127,0,0.003616848,0,371,0,72,98,0,541,299,0.0266031,169,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1064,1977,169,1064,open
1918,org/apache/phoenix/hbase/index/write/recovery,org/apache/phoenix/hbase/index/write/recovery/TestPerRegionIndexWriteCache.java,595,TRUE,17,5,293,3,6,17,2,7,0.772093023,158,32,0.202531646,0.705882353,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,STYLE,0.008896797,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.001754149,0.001619215,1.35E-04,-1,0,0,0.155507559,0.330150806,-1,0,0.03202847,459.6220302,-1,-1,4,1021,595,1918,0,0,0,0,0,0,0,132,5,1,138,0,127,0,0.003616848,0,371,0,72,98,0,541,299,0.0266031,169,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1064,1977,169,1064,open
1918,org/apache/phoenix/hbase/index/write/recovery,org/apache/phoenix/hbase/index/write/recovery/TestPerRegionIndexWriteCache.java,595,TRUE,50,5,293,3,6,17,15,7,0.918604651,158,32,0.202531646,0.32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,STYLE,0.008896797,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.001754149,0.001619215,1.35E-04,-1,0,0,0.155507559,0.330150806,-1,0,0.03202847,459.6220302,-1,-1,4,1021,595,1918,0,0,0,0,0,0,0,132,5,1,138,0,127,0,0.003616848,0,371,0,72,98,0,541,299,0.0266031,169,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1064,1977,169,1064,open
1918,org/apache/phoenix/hbase/index/write/recovery,org/apache/phoenix/hbase/index/write/recovery/TestPerRegionIndexWriteCache.java,595,TRUE,11,5,293,3,0,17,1,7,0.558139535,158,32,0.202531646,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,BAD_PRACTICE,0.006672598,DE_MIGHT_IGNORE,14,1,5,0.001754149,0.001619215,6.75E-04,-1,0.2,0.005333333,0.163636364,0.185950809,-0.6,0,0.040035587,429.5872727,-1,-1,1,202,157,1099,0,0,0,0,0,0,0,132,5,1,138,0,127,0,0.003616848,0,371,0,72,98,0,541,299,0.0266031,169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1064,1977,169,1064,open
1918,org/apache/phoenix/hbase/index/write/recovery,org/apache/phoenix/hbase/index/write/recovery/TestPerRegionIndexWriteCache.java,595,TRUE,32,5,293,3,6,17,1,7,0.381395349,158,32,0.202531646,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,STYLE,0.008451957,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,17,2,1,0.001754149,0.001619215,1.35E-04,-1,0.368421053,0.007271468,0.155507559,0.330150806,-0.263157895,0,0.03202847,459.6220302,-1,-1,1,202,157,1099,0,0,0,0,0,0,0,132,5,1,138,0,127,0,0.003616848,0,371,0,72,98,0,541,299,0.0266031,169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1064,1977,169,1064,open
1918,org/apache/phoenix/hbase/index/write/recovery,org/apache/phoenix/hbase/index/write/recovery/TestPerRegionIndexWriteCache.java,595,TRUE,11,5,293,3,10,17,1,7,0.544186047,158,32,0.202531646,0.272727273,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,STYLE,0.013790036,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,5,0.001754149,0.001619215,6.75E-04,-1,0.096774194,0.00273153,0.155507559,0.330150806,-0.806451613,0,0.03202847,459.6220302,-1,-1,1,202,157,1099,0,0,0,0,0,0,0,132,5,1,138,0,127,0,0.003616848,0,371,0,72,98,0,541,299,0.0266031,169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1064,1977,169,1064,open
1918,org/apache/phoenix/hbase/index/write/recovery,org/apache/phoenix/hbase/index/write/recovery/TestPerRegionIndexWriteCache.java,595,TRUE,11,5,293,3,10,17,1,7,0.548837209,158,32,0.202531646,0.363636364,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,STYLE,0.013790036,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,5,0.001754149,0.001619215,6.75E-04,-1,0.096774194,0.00273153,0.155507559,0.330150806,-0.806451613,0,0.03202847,459.6220302,-1,-1,1,202,157,1099,0,0,0,0,0,0,0,132,5,1,138,0,127,0,0.003616848,0,371,0,72,98,0,541,299,0.0266031,169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1064,1977,169,1064,open
1918,org/apache/phoenix/hbase/index/write/recovery,org/apache/phoenix/hbase/index/write/recovery/TestPerRegionIndexWriteCache.java,595,TRUE,11,5,293,3,10,17,1,7,0.553488372,158,32,0.202531646,0.454545455,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,STYLE,0.013790036,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,5,0.001754149,0.001619215,6.75E-04,-1,0.096774194,0.00273153,0.155507559,0.330150806,-0.806451613,0,0.03202847,459.6220302,-1,-1,1,202,157,1099,0,0,0,0,0,0,0,132,5,1,138,0,127,0,0.003616848,0,371,0,72,98,0,541,299,0.0266031,169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1064,1977,169,1064,open
1918,org/apache/phoenix/hbase/index/write/recovery,org/apache/phoenix/hbase/index/write/recovery/TestPerRegionIndexWriteCache.java,595,TRUE,0,5,293,3,0,17,1,7,0.427906977,158,32,0.202531646,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,BAD_PRACTICE,8.90E-04,HE_HASHCODE_USE_OBJECT_EQUALS,19,3,2,0.001754149,0.001619215,2.70E-04,-1,0,0,0.163636364,0.185950809,-1,0,0.040035587,429.5872727,-1,-1,4,1021,595,1918,0,0,0,0,0,0,0,132,5,1,138,0,127,0,0.003616848,0,371,0,72,98,0,541,299,0.0266031,169,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1064,1977,169,1064,open
